period_ordered,book_id,nikh_period,level,sentence
4. Post-war Authoritarian,ta_h21,2nd National Curriculum (1963–1973),High School,"국권의 박탈과 민족의 수난

격화되는 일제의 한국 침투

1904년 러⋅일 전쟁을 계기로 일본은 이미 계획한 설계에 따라 우리 나라 침투를 더욱 강화하였다."
6. Chun / Roh Transitional,ta_m51,5th National Curriculum (1987–1992),Middle School,3\.
1. Late Chosŏn / Korean Empire,ta_p82r,Enlightenment & Daehan Empire (1895–1910),,"아민은 평양에 이르러 또 원창령과 동맹하고, 군사의 일부를 의주(義州)와 진강(鎭江)【만주
구련성(九連城)】에 머물게 하고 그 나머지는 돌아갔다."
6. Chun / Roh Transitional,ta_e42,4th National Curriculum (1981–1987),Elementary,"여진족  

고려에서는 항복하는 자에게는 관직을 주고, 무역을 원하는 자에게는 물자를 나누어 주었으며, 반항하는 자에게는 힘으로 다스렸다."
6. Chun / Roh Transitional,ta_h41,4th National Curriculum (1981–1987),High School,"세종은 고려사를 자주적 입장에서 재정리하려고 노력하였는데, 성리학적 사관을 가진 유신들과의 갈등이 있었기 때문에, 오랜 진통을 거쳐 문종
때에 기전체로 된 고려사와 편년체로 된 고려사절요가 완성되었다."
4. Post-war Authoritarian,ta_m21,2nd National Curriculum (1963–1973),Middle School,몽고의 간섭이 심해지자 최우는 강화도(江華島)로 도읍을 옮기고 최후의 힘을 다하여 몽고에 대항하였다.
7. Early Democratic,ta_h62,6th National Curriculum (1995–2001),High School,"특히, 대통령의
개인적인 의지에 따라 통제할 수 있는 통일 주체 국민 회의를 설치하고 여기에서 대통령을 선출하였다."
6. Chun / Roh Transitional,ta_h51,5th National Curriculum (1987–1992),High School,"원래, 도교는 민간 신앙과 신선술을 바탕으로 하고, 거기에 도가나 음양, 오행의
이론 등이 첨가되어 성립된 종교로, 불로 장생 및 현세 이익의 추구를 목적으로 하였다."
5. Yushin,ta_h31,3rd National Curriculum (1973–1981),High School,"광업에서도 전국의 금, 은, 철, 납, 텅스텐, 석탄 자원을 조사하여 이를 일본인 재벌들에게 넘겨 주었다."
1. Late Chosŏn / Korean Empire,ta_p23r,Enlightenment & Daehan Empire (1895–1910),Public schools,"황고조(皇高祖) 【이름은 안사(安社)이다.】 를 목왕(穆王)으로 하고, 부인 이씨(李氏)씨를
효비(孝妃)라고 하였다."
7. Early Democratic,ta_m62,6th National Curriculum (1995–2001),Middle School,"그리하여 국내외에 여러 임시
정부가 수립되었다."
1. Late Chosŏn / Korean Empire,ta_p81r,Enlightenment & Daehan Empire (1895–1910),,그러나 혹은 개경[京城]에 머물면서 멀리서 관리하거나 혹은 다른 관리가 겸임하기도 하였다.
2. Colonial,ta_p42r,Japanese Colonial (1910–1945),,"한국 조정은 일본군에게
아산에 있는 청나라 군대를 격퇴하도록 요청하였다."
1. Late Chosŏn / Korean Empire,ta_p101r,Enlightenment & Daehan Empire (1895–1910),,"왕이 6부를 순행하면서 농업과 뽕나무 재배[農桑]를 권하여 감독하였으며, 변한(弁韓)이 귀부하여 오고
동옥저(東沃沮)가 와서 좋은 말을 바쳤다."
6. Chun / Roh Transitional,ta_e52,5th National Curriculum (1987–1992),Elementary,"[4] 조선 통신사

조선 통신사는 일본에서 어떠한 역할을 했고, 일본은 그들을 어떻게 대우하였는지 알아보자."
5. Yushin,ta_h31,3rd National Curriculum (1973–1981),High School,"중앙 진골 귀족들은 아직도 골품 제도의 관념에서 벗어나지 못하고 있었을 뿐만 아니라, 삼국 시대의 불교나 화랑도에서 항상 강조되어 오던 국가
정신을 잊어버리고, 그들의 독점 세력만을 유지하려고 하였다."
2. Colonial,ta_p42r,Japanese Colonial (1910–1945),,"관(官)에서는
관찰사에게 학전(學田) 및 노비를 지급하도록 규정하였지만, 그 밖에 관찰사나 수령, 유림(儒林)의 독지가(篤志家) 등이 재력에 따라, 향교의
설립과 유지 및 선비 양성 자금으로 제공하기 위해, 토지나 돈이나 곡식을 기부하는 것이 적지 않았다."
1. Late Chosŏn / Korean Empire,ta_p91r,Enlightenment & Daehan Empire (1895–1910),Elementary,"그러나 요동(遼東)을 공격하는 일은 국가의
흥망과 연결된 것이기 때문에 어쩔 수 없었으니, 잘 가시오, 잘 가시오.”라고 하셨다."
5. Yushin,ta_e31,3rd National Curriculum (1973–1981),Elementary,"그전까지는 주로 왕실과 왕실 사이의 무역이었으나, 이 때부터는 상인들끼리의
무역으로 바뀌었다."
2. Colonial,ta_p42r,Japanese Colonial (1910–1945),,"만물을 생장시키는 것도 태양이고, 만물을 말려 죽이는 것도 태양임을 생각하라."
1. Late Chosŏn / Korean Empire,ta_p21r,Enlightenment & Daehan Empire (1895–1910),Public schools,"기원전 1196년 병자

【신라 벌휴왕 12년 ○ 고구려 고국천왕 17년 ○ 백제 초고왕 30년】

신라 왕이 훙하였다."
6. Chun / Roh Transitional,ta_h41,4th National Curriculum (1981–1987),High School,"한문학은, 통일 초부터 발달하기 시작하여 성덕왕 때에 김대문은 화랑세기, 고승전, 한산기 등을 저술하였다."
4. Post-war Authoritarian,ta_e21,2nd National Curriculum (1963–1973),Elementary,"그러나, 우리는 민주주의에 대한 경험이 적은 데다가, 6⋅25 사변과 같은 어려운 고비를 겪어야 하였기 때문에, 모든 일이 민주주의 정신에
맞게만 이루어지지 않을 때가 많았다."
8. Democratic Consolidation,ta_m71,7th National Curriculum (2002–),Middle School,2\.
6. Chun / Roh Transitional,ta_m41,4th National Curriculum (1981–1987),Middle School,"진흥왕 때의 삼국 형세  

4개의 순수비와 단양 적성비는 이 때를 전후한 진흥왕의 정복 사업을 기념하기 위하여 세운 것이다."
5. Yushin,ta_m31,3rd National Curriculum (1973–1981),Middle School,"남대문  
원명은 숭례문이다."
5. Yushin,ta_e31,3rd National Curriculum (1973–1981),Elementary,이러한 제도는 조선 시대까지도 계속되어 농민의 생활을 도왔다.
6. Chun / Roh Transitional,ta_m42,4th National Curriculum (1981–1987),Middle School,9\.
5. Yushin,ta_e32,3rd National Curriculum (1973–1981),Elementary,국민들의 시위와 항의 속에 마침내 이승만 대통령은 물러나게 되었다.
8. Democratic Consolidation,ta_h71,7th National Curriculum (2002–),High School,"문호 개방 이후 변화된 생활 모습을 알 수 있는 사진 자료를 찾아, 개항 이전과 현재의 생활 모습이 어떻게 다른지 이야기해 보자."
6. Chun / Roh Transitional,ta_h52,5th National Curriculum (1987–1992),High School,"제2관, 일본국 정부는 지금부터 15개월 후 수시로 사신을 조선국 서울에 파견한다."
7. Early Democratic,ta_m61,6th National Curriculum (1995–2001),Middle School,"서원은 지방의 사림이 세운 학교로서 학문 연구에 이바지하였고, 향약과 함께 사림의 세력 기반이 되었다."
3. U.S. Military Government,ta_p61r,US Military Govt & Syllabus Period (1945–1954),,"그리고 우리나라는 중국과 경계를 잇대어 있는 까닭에 역사상
언제든지 중국의 영향을 많이 받게 되었다."
1. Late Chosŏn / Korean Empire,ta_p81r,Enlightenment & Daehan Empire (1895–1910),,"간사한 무리가 그 사이를 왕래하여 아들이 아버지를 헐뜯고 신하가 임금을 참소하여 안정된 날이
없었으니, 이를 이르기를 원 황실의 전제 시대라 하였다."
4. Post-war Authoritarian,ta_m11,1st National Curriculum (1954–1963),Middle School,"거의 일학년도 지나고, 이학년에 올라가게 되어, 국사도 거의 다 배웠는데, 그 동안 우리가 보고 듣고 한 것
중에는 재미나고 유익한 역사 이야기가 많았다."
6. Chun / Roh Transitional,ta_h42,4th National Curriculum (1981–1987),High School,상공업은 전기에 비해 어떻게 달라졌는가?
8. Democratic Consolidation,ta_h71,7th National Curriculum (2002–),High School,"〈고려사〉  
○ 편성된 호는 인구와 장정이 많고 적음에 따라 9등급으로 나누어 부역을 시킨다."
1. Late Chosŏn / Korean Empire,ta_p91r,Enlightenment & Daehan Empire (1895–1910),Elementary,융희(隆熙) 2년(1908) 7월 일.
6. Chun / Roh Transitional,ta_h42,4th National Curriculum (1981–1987),High School,"또, 일본은 영국과 영⋅일 동맹을 개정하여 한국 침략을 승인받았다."
6. Chun / Roh Transitional,ta_m41,4th National Curriculum (1981–1987),Middle School,"이 때, 몽고와의 항전에서 가장 용감히 싸운 삼별초는 정부의 개경 환도를 몽고에 대한 굴욕적
항복이라 하여, 배중손의 지휘하에 강화도에서 반기를 들고 반몽 투쟁을 벌였다(1270)."
8. Democratic Consolidation,ta_e71,7th National Curriculum (2002–),Elementary,⋅ 과부의 재혼을 허용함.
5. Yushin,ta_m31,3rd National Curriculum (1973–1981),Middle School,"특히, 견직물, 마직물,
인삼, 수공품 등은 중국으로 수출되었다."
6. Chun / Roh Transitional,ta_h52,5th National Curriculum (1987–1992),High School,"한말의 애국 계몽 운동

개화 자강 계열의 민족 운동은 그 후 애국 계몽 운동, 곧 국권 회복을 위한 실력 양성 운동으로 전개되었다."
6. Chun / Roh Transitional,ta_h51,5th National Curriculum (1987–1992),High School,"전쟁이 끝난 후, 고려는 국방을 더욱 강화하기 위하여 강감찬의 주장에 따라 개경에 나성을 쌓았다."
6. Chun / Roh Transitional,ta_e41,4th National Curriculum (1981–1987),Elementary,"의창  

의창과 비슷한 구호 기관으로 사창이 있었다."
4. Post-war Authoritarian,ta_h11,1st National Curriculum (1954–1963),High School,"즉 중국 전국 시대 끝머리에 중국의 하북(河北)⋅하남(河南)⋅산동(山東) 등에서 쓰던 명도전(明刀錢)은 만주와 평안 남북도
여러 곳에서 발견되었고, 왕망(王莽) 때에 쓰던 것은 남쪽 김해의 조개묻이에서 발견된 것도 있으며, 제주도(濟州道) 산지항(山地港)에서도
나타났다."
5. Yushin,ta_h31,3rd National Curriculum (1973–1981),High School,"사림은 부국 강병이나 그것을 뒷받침하는 패도와 공리주의, 그리고 기술학 등을 배격, 천시하고, 도덕 중심의 왕도주의 정치를 추구하며, 향촌
자치를 중요시하였다."
6. Chun / Roh Transitional,ta_m42,4th National Curriculum (1981–1987),Middle School,"민족 주체성을 확립하는 교육을 강화하기 위하여, 국민 교육 헌장을 제정, 발표함으로써(1968) 우리의 나아갈 바를 밝혔으며, 민족의 역사와
문화에 대해 자부심을 가지고 국민 정신의 함양을 위한 여러 가지 노력을 폈다."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,"또, 학교나 직장 사람들, 혹은 같은 취미를 가진 사람들끼리 모여서 모듬살이를 하기도 한다."
1. Late Chosŏn / Korean Empire,ta_p91r,Enlightenment & Daehan Empire (1895–1910),Elementary,"제5절 계림(鷄林)의 신하이다

마침내 일본(日本)이 미사흔(未斯欣)이 도망하여 돌아간 것을 알고 박제상(朴堤上)을 신문하니 박제상이 “나는 계림의 신하이다."
6. Chun / Roh Transitional,ta_h52,5th National Curriculum (1987–1992),High School,"조병세, 이상설, 안병찬 등은 을사조약에 서명한 대신들의 처벌과, 강제로 체결된
조약의 폐기를 황제에게 요구하는 상소 운동을 벌였고, 민영환 등은 국권 상실에 울분을 금치 못하여 자결로써 을사조약에 항거하였다."
1. Late Chosŏn / Korean Empire,ta_p13r,Enlightenment & Daehan Empire (1895–1910),Public schools,창덕궁(昌德宮) 대조전(大造殿)·희정당(熙政堂)에 화재가 발생하였다.
6. Chun / Roh Transitional,ta_h51,5th National Curriculum (1987–1992),High School,"이러한 내용으로 보아, 당시의 법에서는 생명과 사유 재산에 대한 보호를 중히 여겼음을 알 수 있다."
4. Post-war Authoritarian,ta_h21,2nd National Curriculum (1963–1973),High School,"성왕 때(552)에 노리사치계를 시켜 불상과 경론을 전한 후, 계속하여 경사, 불공, 사공,
화공, 와공 등을 보내어 일본 불교 창건에 이바지하였다."
4. Post-war Authoritarian,ta_h11,1st National Curriculum (1954–1963),High School,"법흥왕의 아들 진흥왕은 국토를
넓히며, 불교를 신봉하여, 불교의 학문적인 전개와 신앙으로의 발전에 자리를 잡게 하였다."
1. Late Chosŏn / Korean Empire,ta_p23r,Enlightenment & Daehan Empire (1895–1910),Public schools,"기원후 439년 경인 [순조 30년]

5월에 왕세자가 훙하였다."
5. Yushin,ta_h31,3rd National Curriculum (1973–1981),High School,"한편, 국어학 분야에서도 많은 업적이 쏟아져 나왔다."
7. Early Democratic,ta_m62,6th National Curriculum (1995–2001),Middle School,흥선 대원군의 개혁 정치는 어떠한 목표를 가졌는가?
1. Late Chosŏn / Korean Empire,ta_p12r,Enlightenment & Daehan Empire (1895–1910),Public schools,"당시 왕의 총애를 받은 사람을 처참하게 베어 죽여 거의 없었는데 왕은 음악을 연주하며 술을
마시고 태연하였다."
5. Yushin,ta_e31,3rd National Curriculum (1973–1981),Elementary,"16세 이상이면 시험을 볼 수 있으며, 문관은 문학과 유학에 뛰어나는 사람을 뽑았고, 무관은 무술과 군사 이론에 밝은 사람을 뽑았다."
6. Chun / Roh Transitional,ta_e41,4th National Curriculum (1981–1987),Elementary,"그리고, 각 고을의 원님은 그것을 기준으로 하여 도량형을 만들어 일반 사람에게 나누어 주도록
하였다."
1. Late Chosŏn / Korean Empire,ta_p22r,Enlightenment & Daehan Empire (1895–1910),Public schools,최의가 정권을 잡게 되자 모두 멀리하였다.
5. Yushin,ta_h31,3rd National Curriculum (1973–1981),High School,"구석기 문화와 신석기 문화의 차이점을 비교해 볼 때, 우리 나라 신석기 문화가 가져온 발전은 어떠한 것이었는가?"
2. Colonial,ta_p42r,Japanese Colonial (1910–1945),,10월 【양력 11월】 영국과 수호통상조약을 체결하였다.
